timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_volume,taker_buy_quote_volume
1733673600000,99912.01000000,100142.85000000,99733.15000000,99832.96000000,648.81492000,1733677199999,64832525.02596670,160964,336.70973000,33648436.31396100,0
1733677200000,99832.97000000,100000.00000000,99628.01000000,99943.98000000,477.73217000,1733680799999,47692099.39626370,127067,210.09882000,20973312.06544100,0
1733680800000,99943.99000000,100016.00000000,99563.83000000,99660.98000000,561.37841000,1733684399999,56052759.42830060,119953,273.71079000,27331669.90214760,0
1733684400000,99660.99000000,100198.00000000,99480.00000000,100100.98000000,531.70789000,1733687999999,53069868.05108140,114213,302.76338000,30230122.94993490,0
1733688000000,100100.99000000,100156.00000000,99800.00000000,99800.01000000,402.06692000,1733691599999,40193216.33807370,118906,168.19932000,16814388.01049710,0
1733691600000,99800.01000000,100058.83000000,99736.06000000,100026.97000000,359.99203000,1733695199999,35972502.40640310,75250,241.44829000,24126182.15725830,0
1733695200000,100026.98000000,100274.44000000,99879.21000000,100220.01000000,504.28845000,1733698799999,50448063.74179700,85196,304.48900000,30462622.94791780,0
1733698800000,100220.01000000,101351.00000000,100088.98000000,101109.59000000,1902.60649000,1733702399999,191511225.23221970,216037,1108.36910000,111546319.70847460,0
1733702400000,101109.60000000,101215.93000000,99347.98000000,99656.36000000,2258.99758000,1733705999999,225952987.25496320,406177,1020.62064000,102092627.85589330,0
1733706000000,99656.36000000,99863.99000000,99390.00000000,99528.54000000,823.51766000,1733709599999,82047862.90052270,239733,385.09644000,38366683.12539100,0
1733709600000,99528.55000000,99721.56000000,99009.73000000,99195.89000000,1413.47378000,1733713199999,140337127.32527640,202241,587.93940000,58373676.38822630,0
1733713200000,99195.89000000,99350.45000000,98432.18000000,99090.84000000,1635.58345000,1733716799999,161856484.36539170,168286,749.08975000,74178703.71372110,0
1733716800000,99090.84000000,99459.61000000,98767.54000000,99427.99000000,1121.55117000,1733720399999,111252164.72746030,160302,682.94455000,67749289.45688450,0
1733720400000,99428.00000000,99554.89000000,99324.00000000,99435.87000000,828.28925000,1733723999999,82384689.77096470,99163,493.72282000,49109193.08516460,0
1733724000000,99435.87000000,99475.99000000,98856.02000000,99044.64000000,742.40929000,1733727599999,73639532.81422740,151893,366.31785000,36336353.48341280,0
1733727600000,99044.64000000,99729.88000000,98328.00000000,99576.51000000,1948.80400000,1733731199999,192859896.82105580,342386,941.12194000,93201490.81592090,0
1733731200000,99576.51000000,99679.71000000,98808.00000000,98901.15000000,1450.14652000,1733734799999,143990016.24956610,340412,645.12426000,64059538.52705450,0
1733734800000,98901.15000000,99099.99000000,98406.08000000,98406.08000000,1562.66715000,1733738399999,154243907.60243320,383304,709.68751000,70065080.97204430,0
1733738400000,98406.08000000,98770.11000000,98272.04000000,98714.52000000,1334.96471000,1733741999999,131457415.87647920,280835,610.42380000,60117171.35217660,0
1733742000000,98714.52000000,98714.52000000,98035.57000000,98088.47000000,1407.15762000,1733745599999,138260458.42985980,291165,606.19789000,59566721.17523760,0
1733745600000,98088.47000000,98627.70000000,97948.01000000,98601.05000000,1508.07381000,1733749199999,148233814.59078140,277397,760.84876000,74814497.90320620,0
1733749200000,98601.05000000,99211.58000000,98237.03000000,99004.03000000,1460.24803000,1733752799999,144308135.82627310,283106,668.07051000,66019759.48066640,0
1733752800000,99004.03000000,100390.00000000,98856.00000000,100156.26000000,2487.20504000,1733756399999,247822409.57734300,384487,1216.16530000,121214149.53617160,0
1733756400000,100156.26000000,100421.80000000,97508.58000000,97812.00000000,5110.07575000,1733759999999,503323440.05624590,748041,2366.39235000,233003203.73219010,0
1733760000000,97812.00000000,98398.00000000,97460.00000000,97844.06000000,2642.96173000,1733763599999,258979909.06496450,465401,1323.80856000,129726291.72621670,0
1733763600000,97844.06000000,98240.00000000,97350.00000000,97368.04000000,1542.83473000,1733767199999,150827792.79500770,328876,712.98409000,69736487.24045350,0
1733767200000,97368.05000000,98260.00000000,97365.48000000,97776.66000000,1546.89958000,1733770799999,151488372.89793240,302608,850.66624000,83297992.06103170,0
1733770800000,97776.65000000,97776.66000000,97000.00000000,97070.32000000,1913.69602000,1733774399999,186276076.60524870,327745,819.88996000,79824709.74443570,0
1733774400000,97070.33000000,97330.49000000,96111.00000000,96252.01000000,3713.47796000,1733777999999,359389969.34901630,583752,1777.24095000,172041414.59568900,0
1733778000000,96252.00000000,97572.52000000,94150.05000000,96892.00000000,8232.45482000,1733781599999,791965015.95623870,808861,3741.76061000,360401658.11280390,0
1733781600000,96892.00000000,97381.47000000,94837.42000000,96984.01000000,5598.28570000,1733785199999,540742557.33720920,600476,2622.16454000,253294942.38152990,0
1733785200000,96984.00000000,97533.14000000,96700.46000000,97276.47000000,1665.34060000,1733788799999,161986957.51118740,269225,813.80605000,79130394.07157230,0
1733788800000,97276.48000000,98138.00000000,97000.00000000,97867.91000000,1941.40264000,1733792399999,189431089.61986760,389547,962.21247000,93900237.69664220,0
