timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_volume,taker_buy_quote_volume
1735489800000,93980.00000000,94039.93000000,93600.00000000,93900.01000000,539.71408000,1735491599999,50621653.67205530,137451,248.43250000,23300318.34386010,0
1735491600000,93900.01000000,94117.50000000,93800.37000000,93865.07000000,375.76851000,1735493399999,35315423.50227670,89144,203.71816000,19147474.94160460,0
1735493400000,93865.08000000,94050.00000000,93830.00000000,93945.01000000,235.38772000,1735495199999,22113168.30882180,58860,102.78940000,9656020.19844120,0
1735495200000,93945.00000000,93945.01000000,93693.85000000,93768.45000000,299.69770000,1735496999999,28115357.51967280,60048,133.68341000,12540706.04526350,0
1735497000000,93768.46000000,93927.71000000,93600.00000000,93652.00000000,564.05807000,1735498799999,52870562.57518500,89781,255.96213000,23995311.29873300,0
1735498800000,93652.00000000,93880.00000000,93616.67000000,93726.30000000,225.41878000,1735500599999,21131962.41836830,59182,107.14363000,10042994.04492550,0
1735500600000,93726.31000000,93795.49000000,93367.52000000,93612.89000000,766.28354000,1735502399999,71676687.15167220,104474,211.26044000,19761243.24419450,0
1735502400000,93612.89000000,93665.98000000,93392.01000000,93498.71000000,308.17854000,1735504199999,28810742.38945570,91232,129.24874000,12082546.24470080,0
1735504200000,93498.71000000,93880.00000000,93345.00000000,93858.55000000,413.66799000,1735505999999,38752140.61342720,86707,232.26203000,21762574.38185400,0
1735506000000,93858.55000000,93949.52000000,93600.00000000,93872.26000000,376.86521000,1735507799999,35342837.40126920,72198,182.62842000,17131328.72506800,0
1735507800000,93872.26000000,93944.94000000,93121.00000000,93352.65000000,657.19931000,1735509599999,61397852.15639640,120377,223.56626000,20888865.93762870,0
1735509600000,93352.65000000,93507.99000000,93087.97000000,93310.01000000,615.30639000,1735511399999,57403442.57194970,96227,232.89192000,21719442.66031440,0
1735511400000,93310.00000000,93770.41000000,93088.04000000,93135.32000000,528.35102000,1735513199999,49380162.16748150,104888,255.41457000,23878701.59624240,0
1735513200000,93135.32000000,93520.00000000,93009.52000000,93500.55000000,630.55187000,1735514999999,58754425.81640040,182016,278.78710000,25979590.00172600,0
1735515000000,93500.55000000,93871.02000000,93488.83000000,93738.20000000,406.64566000,1735516799999,38111929.73949190,125931,222.30380000,20833719.23298150,0
1735516800000,93738.19000000,93908.24000000,93510.00000000,93671.68000000,375.27474000,1735518599999,35155952.83789340,138193,197.15772000,18471059.65940230,0
1735518600000,93671.69000000,93722.99000000,93500.00000000,93583.96000000,200.49524000,1735520399999,18764696.92269310,95791,85.06921000,7961837.54006940,0
